date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check
01/11/1880,January,"The wind Westerly and very moderate. with ths Thermometer 50 degrees above zero. Went to a Reglisious meeting in the evening,",somewhat confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,DD,unsure in bold,,RL
01/12/1880,January,The wind Westerly. Thermometer 32 above Reed letter from the Post Master Portland certifying the mail Route 365 No 14872 had not been paid.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read,Port Master of Portland,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,DD,,,RL
01/13/1880,January,The wind North East Thermometer 18° above and thick with snow all day. Was Power  of Attorny for Capt J B Foss. Reed Card from Wm B Viall ,somewhat confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read,William B. Viall,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,DD,unsure in bold,,RL
01/14/1880,January,The wind North West Thermometer in the morn at 0 in the afternoon 20 above. Wrote letter to the Bangor Commerilal Reed Card from H B Sandrs,somewhat confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read and write,H. B. Sandrs,Bangor Commercial,NW,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,NA,DD,unsure in bold,,RL
01/15/1880,January,The wind South West. Thermometer 32 degrees Wrote letter to Wm B Viall In afternoon went to Prospect with E Kingsley,confident,Prospect Harbor,mentioned,"Home, Prospect Harbor, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,William B. Viall,SW,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,DD,,,RL
01/16/1880,January,Calm all day and the Thermometer 40° Wrote letter to Mejsrs Sherman &Co. Marshall Mich. Reed the first copy of the Bangor Communicae,somewhat confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Mejsrs Sherman &Co. Marshall Mich,NA,NA,NA,calm,calm,NA,NA,NA,NA,40,NA,NA,NA,NA,DD,unsure in bold,,RL
01/17/1880,January,Calm all day and the Thermometer 42 degrees Wrote to Auditor of Treasury for a duplicate check No 14872,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Auditor of Treasury,NA,NA,NA,calm,calm,NA,NA,NA,NA,42,NA,NA,NA,NA,DD,,,RL
01/18/1880,January,The wind Southerly Thermometer 38 degrees above Went to Sullivan Steam boat wharf to cary Geo. Pendleton J.W. Anthony and trunks &c. In the afternoon heavy rain.,confident,Sullivan,mentioned,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,DD,,,RL
01/19/1880,January,The wind North West. Thermometer 37 degrees Reed letter from Hugh Mckay Lotterie Agent at Canada.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read,Hugh Mckey,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,DD,,,RL
01/20/1880,January,The wind North East. Thermometer 33 degrees above Work in the woods in the forenoon cutting firewood. In the evening witnessed the Solemnzing of the Marriage of Charles E Kingsley and Mijs Hannah Grover by Mr Palm ,confident,Winter Harbor,assumed,Home,assumed,,,,,NA,NA,NA,no letter,NA,Na,NE,NA,NA,NA,NA,NA,,,NA,33,NA,NA,NA,NA,DD,,,RL
01/21/18880,January,"The wind North East and heavy snow storm all day thermometer 18 above,",confident,Winter Harbor,assumed,Home,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,DD,,,RL
01/22/1880,January,The wind North West in the morning Thermometer 32 and very pleasant. at night the wind out Southerly and indications of a Storm. Went to a Lyceum at Pacific Hall Winter Harbor,confident,Winter Harbor,mentioned,"Home, Pacific Hall, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,S,pleasent,NA,NA,NA,NA,storm,32,NA,NA,NA,NA,DD,,,RL
01/23/1880,January,The wind South South East and heavy rain all day Thermometer 40° above Reed Circular from Sherman &Co Marshall Michigan. A large body of snow matter,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read,Shermand & Co Marshall,NA,SSE,NA,NA,NA,NA,NA,heavy rain,heavy rain,NA,40,NA,NA,NA,NA,DD,,,RL
01/24/1880,January,The wind Westerly and pleasant Thermometer 37 degrees above Went to West Gouldsboro with passengers. Reed notice from Narraguagus Lodge.,confident,West Gouldsboro,mentioned,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,DD,,,RL
01/25/1880,January,The wind South West and pleasant all day and the Thermometer 37 above. Went to a Religious Meeting in the evening,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,pleasent,pleasent,NA,NA,NA,NA,37,NA,NA,NA,NA,DD,,,RL
01/26/1880,January,The wind South West and pleasant Thermometer 39° wrote letters to Sherman &Co Marshall Mich. and to Hugh Mc Kay Canada. Went to East Sullivan for Geo Pendleton.,confident,East Sullivan,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,"Sherman &Co Marshall, Hugh Mc Kay",SW,NA,NA,pleasent,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,DD,,,RL
01/27/1880,January,The wind very moderate Southerly Thermometer 42 and pleasant untill night when it began to rain.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,"vey moderate, pleasent ","vey moderate, pleasent ",,NA,NA,rain,42,NA,NA,NA,NA,DD,,,RL
01/28/1880,January,Calm all day Thermometer 50 Administered the oath to the New P.M. Jennie Tracy in lieu of G.W. Tracy.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,NA,NA,NA,NA,50,NA,NA,NA,NA,DD,,,RL
01/29/1880,January,The wind North West Thermometer 20 above. hauled one load of wood on home lot.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,1,load,wood,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,DD,,,RL
01/30/1880,January,The wind South East. Thermometer 40 degrees above Reed duplicate check from the P.O. Department for the Quarter ending Sept 30. Wrote letter to G H Smith Reed letter from Hugh Mc Kay Canada.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read and write,Hugh Mc Kay,G.H. Smith,SE,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,DD,,,RL
01/31/1880,January,The wind Westerly and Thermometer 37 degrees wrote letter to Wm B Viall of Bethel Vt. and Auditor of the Treasurer Washington,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,"William B. Viall, Auditor of the Treasurer Washington",W,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,DD,,,RL
02/01/1880,February,The wind Southerly and Thermometer 32 degrees above zero. At Pm the wind came off N.West cold with snow squalls,confident,Winter Harbor,assumed,,,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,DD,,,RL
02/02/1880,February,The wind North West Thermometer 6 degrees below zero,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,DD,,,RL
02/03/1880,February,The wind Eastt fresh breeze and big snow storm Thermometer 10 above zero. Went in the woods cutting firewood stormed so hard came out at noon Reed letter from Helen Stevens,confident,Winter Harbor,assumed,"Home, Woods, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,read,Helen B. Stevens,NA,E,NA,NA,fresh breeze,NA,NA,big snow storm,NA,NA,10,NA,NA,NA,NA,DD,,,RL
02/04/1880,February,The wind North West Thermometer 22 above Went in the woods and got one load of wood. Reed Card from the Bangor Commercial.,confident,Winter Harbor,assumed,"Home, Woods, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,DD,,,RL
02/05/1880,February,The wind Westerly and Thermometer 30 degrees above Repairing harness.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,DD,,,RL
02/06/1880,February,The wind Westerly Thermometer 18 above Made sinlk for Capt N A Bickford. Reed card from Wm B Viall,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,William B. Viall,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,DD,,,RL
02/07/1880,February,The wind moderate all day baffling. Thermometer 27 above. light snow in the evening. Work all day on harness getting ready to go in the woods,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,moderate,moderate,NA,NA,NA,NA,27,NA,NA,NA,NA,DD,,,RL
02/08/1880,February,The wind South West and very fresh breeze Thermometer 28° Wrote letter to Helen B Stevens at Laurence.,somewhat confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Helen B. Stevens,SW,NA,NA,very fresh breeze,,NA,NA,NA,NA,28,NA,NA,NA,NA,DD,unsure in bold,,RL
02/09/1880,February,The wind North West and the Thermometer went from 28 above down to zero. Went in the woods all day hauling out firewood from the stream lot to the Town road.,confident,Winter Harbor,assumed,"Home, Woods, Stream, Town Road, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,28,0,NA,NA,NA,DD,,,RL
02/10/1880,February,The wind South East Thermometer at zero in morning. Went to South Gouldsboro. and paid Charles L Bunker for Carrying the mail on Route 365. up to Jan 1 1880. ,confident,South Gouldsboro,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,DD,,,RL
02/11/1880,February,The wind North West Thermometer 18 above. Sent 60 cts to the Bangor Commercial one month pay. Wrote Warranty deed from Silal Foss to Ira B Foss.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,DD,,,RL
02/12/1880,February,The wind South East. and snowing in the morning Went in the woods and got one load of wood at 10 AM heavy rain and spoiled the sleding Thermometer 37°,confident,Winter Harbor,assumed,"Home, Woods, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,"snowing, heavy rain",NA,NA,37,NA,NA,NA,NA,DD,,,RL
02/13/1880,February,The wind Southerly moderate Thermometer 40° work in the afternoon for Capt N. A Bickford,confident,Winter Harbor,assumed,"Home, N. A. Bickford's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,moderate,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,DD,,,RL
02/14/1880,February,The wind North East and rainy forenoon and in the afternoon wind North Thermometer 32 degrees work all day for Capt N. A. Bickford on the inside of his house.,confident,Winter Harbor,assumed,"Home, N. A. Bickford's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,N,NA,NA,NA,NA,rain,NA,NA,32,NA,NA,NA,NA,DD,,,RL
02/15/1880,February,The wind North East. and the whole sky looked like snow every minute of the day. but no snow fall. Went to a Religious meeting in the evening,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,overcast,overcast,NA,NA,NA,NA,NA,NA,DD,,,RL
02/16/1880,February,The wind Northerly Thermometer 30° Wrote letter to Geo H. Brown Ellsworth for Geo Gerrish Work all day for N.A.Bickford,confident,Winter Harbor,assumed,"Home, N. A. Bickford's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,George H. Brown,N,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,DD,,,RL
02/17/1880,February,The wind Southerly Thermometer 33 degrees Went to Milbridge to Cary N A Bickford Stoped all night at Capt Josiah Bunker,confident,Milbridge,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,DD,,,RL
02/18/1880,February,The wind Southerly Came home from Milbridge at noon Thermometer 37 degrees,confident,"Milbridge, Winter Harbor",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,DD,,,RL
02/19/1880,February,The wind North West in the morning moderate in the afternoon the wind breezed up to a gale Thermometer 15 above at night and growing cold work all day for Capt N. A. Bickford.,confident,Winter Harbor,assumed,"Home, N. A. Bickford's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,moderate,gale,NA,NA,NA,NA,15,NA,NA,NA,NA,DD,,,RL
02/20/1880,February,The wind North West. Thermometer 20 above the wind blowing a gale work all day for N.A. Bickford,confident,Winter Harbor,assumed,"Home, N. A. Bickford's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,gale,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,DD,,,RL
02/21/1880,February,The wind South West Thermometer 32 degrees wrote letter to Capt Horace Handy at Portland. Cut wood at the door.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Horace Handy,SW,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,DD,,,RL
02/22/1880,February,The wind Westerly and Thermometer 35 degrees Went to a Religious meeting in the evening at the Hall,confident,Winter Harbor,assumed,"Home, Hall, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,DD,,,RL
02/23/1880,February,The wind South South East Thermometer 32 degrees above at noon commenced snowing. Started for Milbridge on wheels to Masonic Instalation went as far Prospect snow hard came back,confident,Prospect,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSE,NA,NA,NA,NA,NA,NA,snowing,NA,32,NA,NA,NA,NA,DD,,,RL
02/24/1880,February,The wind North East Thermometer 32 degrees snowing moderate all the forenoon. about 18 inches snow fall. The biggest storm for the winter so far. Work 1/2 day for N A Bickford.,confident,Winter Harbor,assumed,"Home, N. A. Bickford's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,snowing,NA,NA,32,NA,NA,NA,NA,DD,,,RL
02/25/1880,February,The wind Westerly and Thermometer 35 degrees work in the afternoon hauling wood.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,DD,,,RL
02/26/1880,February,The wind South South East Thermometer 44 degrees foggy. at night rainy hauling wood all day Reed Check from the Post Office Department,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSE,NA,NA,NA,NA,NA,foggy,NA,NA,44,NA,NA,NA,NA,DD,,,RL
02/27/1880,February,The wind Southerly Thermometer 50° Work all day hauling wood from the Stream lot across the Health to the town road.,confident,Winter Harbor,assumed,"Home, Stream, Town Road, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,DD,,,RL
02/28/1880,February,The wind Southerly. Thermometer 48 degrees work all day for N. A. Bickford The Sleighing about spailed More wagons than sleighs used. Sent Post Office Check of $12 38 to Wm B Viall Vermont Sent the recipt to the P.O.D,somewhat confident,Winter Harbor,assumed,"Home, N. A. Bickford's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,DD,unsure in bold,,RL
02/29/1880,February,Wind South South East Thermometer 43 degrees heavy rain most all day at night the wind South West and clear.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSE,NA,NA,NA,NA,NA,heavy rain,heavy rain,NA,43,NA,NA,NA,NA,DD,,,RL
03/01/1880,March,The wind West North West. Thermometer 30 degrees worked on half day for N A Bickford and finished work for the present all the lumber used up.,confident,Winter Harbor,assumed,"Home, N. A. Bickford's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,DD,,,RL
03/02/1880,March,The wind North West Thermometer from 16 above up to 33 and down to 14 above at night. Wrote a bill of sale of the Schr Nauseag from Celestia A Bickford to n. A Fitzjerald afternoon cutting Ice fo J. F. K.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,16,33,14,NA,NA,DD,,,RL
03/03/1880,March,The wind South West Thermometer 34 degrees Work all day hauling Ice for J. F. Kingsley from the Ice pond to the Ice house.,confident,Winter Harbor,assumed,"Home, Ice Pond, Ice House, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,DD,,,RL
03/04/1880,March,The wind North West. Thermometer 42 degrees the ground to soft to haul Ice. Cased out and hung a door for my self in the kitchen.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,DD,,,RL
03/05/1880,March,The wind Easterly & Southerly heavy rain all day. work in the forenoon on Ice. finished cutting the Ice and took it out of the water and stacked it up ready to haul Thermometer 40.,confident,Winter Harbor,assumed,"Home, Ice Pond, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,heavy rain,heavy rain,NA,40,NA,NA,NA,NA,DD,,,RL
03/06/1880,March,The wind North East Thermometer 34 degrees Work for J.F.Kingsley. on Ice and finished cutting Ice house full.,confident,Winter Harbor,assumed,"Home, Ice Pond, Ice House, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,DD,,,RL
03/07/1880,March,The wind Southerly Thermometer 33 degrees and overcast and the appearances of rain,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,DD,,,RL
03/08/1880,March,The wind southerly and thick with snow. Started at 4oclock Am for Sullivan Steam boat to Carry Capt. N.A. Bickford and Dora Rand. At 10Am the wind northwest and clear. Thermometer 20 above. Reed letters from Emma M. Spurling,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read,Emma M. Spurling,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,DD,,,RL
03/09/1880,March,The wind North East and in the morning Thermometer at zero. In the afternoon snowy. Reed letter from Henry Geyer. Wrote letter to Mrs. Emma M. Spurling,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read and write,Henry Geyer,Emma M. Spurling,NE,NA,NA,NA,NA,NA,NA,snowy,NA,0,NA,NA,NA,NA,DD,,,RL
03/10/1880,March,The wind North North west. Work all day on boat for Warren Smith in the fish house. Thermometer 35 degrees above zero.,confident,Winter Harbor,assumed,"Home, Fish House, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNW,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,DD,,,RL
03/11/1880,March,The wind Westerly and Thermometer 30 above. hauled wood on wheels fro Mrs. Chas Pendleton. James Gerrish had wrote letter to Mr. Jerry Woosten of Hancock,confident,Winter Harbor,assumed,"Home, Chas. Pendleton's, James Gerrish's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Jerry Woosten,W,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,DD,,,RL
03/12/1880,March,The wind North East in the morning and snowing untill noon hauled one of wood for myself on wheels. at noon. wind westerly and the Thermometer 20 above.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,snowing,NA,NA,20,NA,NA,NA,NA,DD,,,RL
03/13/1880,March,The wind North West Thermometer at zero in the morning. Made a chart of the mail Routes in Gouldsboro to help establish a Post Office in Birch Harbor Work on Warren Smith boat.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,DD,,,RL
03/14/1880,March,The wind South East and snowy all day but not snow enough for Sleighing on sleding Thermometer 22 degrees,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,snowy,snowy,NA,22,NA,NA,NA,NA,DD,,,RL
03/15/1880,March,The wind North East in the morning and South West in the afternoon Work most all day for Warren Smith on boat.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,,,RL
03/16/1880,March,The wind Easterly and snowing all day the Thermometer 28 degrees Made Organ stool for Georgie Tracy.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,DD,,,RL
03/17/1880,March,The wind North West Went to West Gouldsboro in forenoon with sleigh and in the afternoon hauled wood for James Gerrish on sled,confident,Winter Harbor,assumed,"Home, James Gerrish's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,,,RL
03/18/1880,March,The wind North East Thermometer 32 degrees Work one half day for James Gerrish hauling wood Reed letters from J. Wooster,somewhat confident,Winter Harbor,assumed,"Home, James Gerrish's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,read,J. Wooster,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,DD,unsure in bold,,RL
