date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check
01/11/1875,January,The wind Westerly moderate wrote letter to Benj. Kittridge work in shop,confident,Winter Harbor,assumed,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Benjamin Kittridge,W,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,changed Kittredge ot Kittridge,NA,"DD, RL"
01/12/1875,January,The wind North W. wrote ltter to Capt Thomas Smallidge work in shop,confident,Winter Harbor,assumed,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Thomas Smallidge,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/13/1875,January,The wind Easterly snow in afternoon work in shop,confident,Winter Harbor,assumed,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/14/1875,January,The wind North W. cold and blowing work in shop turning,confident,Winter Harbor,assumed,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,blowing,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/15/1875,January,The wind North West cold and blowy issued warrant for Hall meeting to be called Jan 22,confident,Winter Harbor,assumed,"Home, Hall, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,blowy,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/16/1875,January,The wind North West work in shop,confident,Winter Harbor,assumed,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/17/1875,January,The wind North West,confident,Winter Harbor,assumed,Home,,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/18/1875,January,The wind N West made Axe handle getting ready to go in woods,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/19/1875,January,"The wind Northerly went up stream to work in woods, cutting firewood came out at night. ",confident,Winter Harbor,assumed,"Home, Up Stream, Home",,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/20/1875,January,The wind Northerly and very cold went back into the woods. stand at staid at camp all night,confident,Winter Harbor,assumed,"Home, Camp, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,very cold,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/21/1875,January,The wind Northerly and cold cut wood all day came out at night recd letter from Benj. Kitttridge,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read,Benjamin Kittridge,NA,N,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,NH,changed Kittredge to Kittridge,NA,"DD, RL"
01/22/1875,January,The wind Easterly and snowy. work in shop. Went to Hall meeting in evening called by warrant,confident,Winter Harbor,assumed,"Home, Shop, Hall, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/23/1875,January,The wind N.N. W. cold and blustering work turning in shop. ,confident,Winter Harbor,assumed,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNW,NA,NA,blustering,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/24/1875,January,The wind Easterly. very moderate snow and rain in evening,confident,Winter Harbor,assumed,Home,,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,very moderate,NA,NA,NA,NA,"snow, rain",NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/25/1875,January,The wind Westerly commenced making pullies for circular saw table,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/26/1875,January,The wind North West work in shop recd letter from Benj. Kittridge wrote letter to W. B. McCrate.,confident,Winter Harbor,assumed,"Home, Shop, Home",,NA,NA,NA,NA,NA,NA,NA,read and write,Benjamin Kittridge,Walter B. McCrate,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,changed Kittredge to Kittridge,NA,"WD, DD, RL"
01/27/1875,January,The wind N. N. W.  very cold and blowy commenced making ballance wheel for Circular table,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNW,NA,NA,blowy,NA,NA,very cold,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, DD, RL"
01/28/1875,January,The wind westerly moderate wrote letters to Benj Kittridge and Aiken and Co Sent Signals bills to Aiken and Co. Ellsworth,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,"Benjamin Kittridge, Aiken and Company",W,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,"changed Kittredge to Kittridge, changed & to and, changed & to and, changes & to and",NA,"WD, DD, RL"
01/29/1875,January,The wind North East moderate rain work in shop on ballance wheel made canvass belt in evening,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,1,count,belt,no letter,NA,NA,NE,NA,NA,moderate,NA,NA,rain,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
01/30/1875,January,very moderate wind Northerly turning Iron for shafts for saw,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, DD, RL"
01/31/1875,January,The wind very moderate light rain South East and warm. went up the shore in afternoon and married John Myrick and Olive Hammond both of Gouldsboro.,confident,Winter Harbor,assumed,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,"moderate, light air",NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, DD, RL"
02/01/1875,January,The wind Northerly Snowy in forenoon acknowledged deed for Thomas Hammond work in shop on saw table,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, DD, RL"
02/02/1875,February,The wind very moderate to the westward recd Postal card from W. B. McCrate,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read,W. B. McCrate,NA,E,NA,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,assumed E for Westward am,NA,"DD, RL"
02/03/1875,February,The wind Southerly rainy in afternoon work in shop on saw table,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/04/1875,February,The wind Westerly good breeze finished saw table recd letter from Benj. Kittridge,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,Benjamin Kittridge,NA,W,NA,NA,good breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,changed Kittredge to Kittridge,NA,"DD, RL"
02/05/1875,February,The wind Westerly went in the woods cutting firewood,confident,Winter Harbor,assumed,"Home, Shop, Home",,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/06/1875,February,The wind Westerly work in shop wrote letter to H. D. Coombs and recd letter from H. D. Coombs,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,read and write,Hiram D. Coombs,Hiram D. Coombs,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/07/1875,February,The wind Northerly,confident,Winter Harbor,mentioned,Home,,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/08/1875,February,The wind N. N. E verry cold and snowy work in shop set up all night with Geo. Gerrish,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,NA,NA,NA,NA,NA,"very cold, snowy",NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, DD, RL"
02/09/1875,February,The wind Northerly wrote letters to Ellsworth American Benj. Kittridge and sent Papers of Amulets and Signal to Benj Kittridge also a statement of the Amulets account for the year ending 1874,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,"Ellsworth American, Benjamin Kittridge",N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,changed Kittredge to Kittridge,NA,"WD, DD, RL"
02/10/1875,February,The wind North West work in woods cutting wood,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/11/1875,February,The wind S.S.East snowy commenced making wheel for Black Warrior,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSE,NA,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,"DD, RL"
02/12/1875,February,The wind W.N.W work in shop making wheel set up with Geo. Gerrish all night,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,"DD, RL"
02/13/1875,February,The wind Northerly went in the woods,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/14/1875,February,The wind Northerly and cold. ,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/15/1875,February,The wind North West and very cold work in shop,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,very cold,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/16/1875,February,The wind North West went in the woods. James Stevens Girl died at 6 P.M.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, DD, RL"
02/17/1875,February,Calm in morning and pleasant snow in afternoon the wind Westerly at night. work in R. Rands house helping J. F. Kingsley make caskey for Daisy Stevens.,confident,Winter Harbor,assumed,R. Rands House,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,W ,calm,NA,NA,NA,pleasant snow,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/18/1875,February,The wind North West moderate work in shop got Foster Jones oxen took them home to haul wood,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/19/1875,February,very moderate and nearly calm all day went in the woods and hauled home two loads of wood,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,2,load,wood,no letter,NA,NA,NA,NA,NA,"very moderate, calm",calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/20/1875,February,The wind Easterly and snowy in morning rain in afternoon hauled two loads of wood,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,2,load,wood,no letter,NA,NA,E,NA,NA,NA,NA,NA,snowy,rain ,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/21/1875,February,The wind Westerly good breeze but moderate weather,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,good breeze,NA,NA,moderate weather,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/22/1875,February,The wind Southerly and warm. Helping J. F. Kingsley haul cedar home for fencing from Henry Sargent's shore,confident,Winter Harbor,assumed,Henrys Sergents shore,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,NH,changed Sargents to Sargent's,NA,"DD, RL"
02/23/1875,February,The wind very moderate South West and very warm snow melts fast.  wrote letter to Thomas Bunker recd one from Benj. Kittridge. work in shop,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,read and write,Benjamin Kittridge,Thomas Bunker,SW,NA,NA,very moderate,NA,NA,very warm,NA,NA,NA,NA,NA,NA,NA,NH,changed Kittredge to Kittridge,NA,"DD, RL"
02/24/1875,February,The wind South Easterly and rainy work in shop. Finished the Black Warior's wheel wrote letter to Benj. Kittridge. ,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Benjamin Kittridge,SE,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,NH,"changed Warriors to Warrior's, changed Kittredge to Kittridge",NA,"DD, RL"
02/25/1875,February,The wind S. E. raining work in shop,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,raining,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/26/1875,February,The wind West N W work turning desk legs wheel hub etc.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,changed &c to etc.,NA,"DD, RL"
02/27/1875,February,The wind Westerly in foren oon Southerly in afternoon snow in evening,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,S,NA,NA,NA,NA,NA,NA,snow  ,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
02/28/1875,February,The wind North West good breeze. snow squalls in morning,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,good breeze,NA,NA,snow squalls,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/01/1875,March,The wind North West cold. work in shop commenced building a dora.,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/02/1875,March,The wind North East snow in fore noon and clear in afternoon work in shop on dora recd letter from Capt Thomas Bunker and Caroline Blaisdell.,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,read,"Thomas Bunker, Caroline Blaisdell",NA,NE,NA,NA,NA,NA,NA,snow,clear,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/03/1875,March,The wind Northerly and pleasant. work in shop on dora,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/04/1875,March,The wind Easterly and big snow storm work in shop on dora.,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,big snow storm,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,"DD, RL"
03/05/1875,March,The wind Easterly and clear Finished building dora.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,"DD, RL"
03/06/1875,March,The wind Easterly and pleasant. wrote letter to Caroline Blaisdell. work in shop,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Caroline Blaisdell,E,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,"DD, RL"
03/07/1875,March,The wind Easterly and warm.,confident,Winter Harbor,assumed,"Home, Shop, Home",,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/08/1875,March,The wind North East painted dora and work in shop,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/09/1875,March,Calm in morning wrote letter to Thomas Bunker work in the fore noon on the Harps cabbin In the afternoon the wind South East painted inside of dora in shop,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Thomas Bunker,NA,SE,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/10/1875,March,The wind South East with snow. in morning turned pump box for Schr Lebanon,confident,Winter Harbor,assumed,???,,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/11/1875,March,The wind South East commenced to repair Wind mill,confident,Winter Harbor,assumed,???,,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/12/1875,March,The wind very moderate to the Southward finished work on wind mill. and got ready to go gunning,confident,Winter Harbor,assumed,???,,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,assumed N for Southward am,NA,"DD, RL"
03/13/1875,March,The wind Northerly went gunning to Turtle Isle Ledges in fore noon. Went to District meeting in afternoon,confident,"Winter Harbor, Turtle Island Ledges, Winter Harbor",assumed,"Home, Hall, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/14/1875,March,The wind Southerly and very pleasant,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,very pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/15/1875,March,The wind Easterly and misty. took the new dora out the shop and took her to the shore Wrote letter to Benj. Kittridge,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Benjamin Kittridge,E,NA,NA,NA,NA,NA,misty,NA,NA,NA,NA,NA,NA,NA,NH,changed Kittredge to Kittridge,NA,"DD, RL"
03/16/1875,March,The wind Easterly and rainy commenced repairing E. Grover's dora,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,NH,changed Grovers to Grover's,NA,"DD, RL"
03/17/1875,March,The wind Westerly finished repairing E. Grover's dora traded guns with T. R. Hammond.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,changed Grovers to Grover's,NA,"DD, RL"
03/18/1875,March,The wind W. N. W. very heavy blow run wind mill turning belaying pins etc. Recd letter from Capt Thomas Bunker,confident,Winter Harbor,assumed,"Home, Shop, Home",,NA,NA,NA,NA,NA,NA,NA,read,Thomas Bunker,NA,WNW,NA,NA,very heavy blow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,changed &c to etc.,NA,"DD, RL"
03/19/1875,March,The wind W. N. W. heavy blow jobbing in shop,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,heavy blow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/20/1875,March,The wind N. N. W. started for Cranbery Isles in Mary L. Newton took the wind N. E. with snow and went into North East Harbor and went on to Bear Island and staid all night,confident,"Winter Harbor,  Northeast Harbor, Bear Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
03/21/1875,March,The wind from North to West left Bear Island in the afternoon and went to Cranberry Island,confident,"Bear Island, Cranberrry Isles",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"DD, RL"
