date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check
01/11/1877,January,The wind South West made hand sled for Wm Seavey Sent letter to Naraguagus Lodge ,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,1,count,hand sled,write,NA,Naraguagus Lodge,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, unsure in bold",NA,GG
01/12/1877,January,The wind North West. work in shop on stand,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,1,count,light stand,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
01/13/1877,January,The wind North East. in the morning and snowing. In the afternoon the wind hauled around to the North and cleared up. Work in the shop all day and finished making Light stand,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,1,count,light stand,no letter,NA,NA,NE,N,NA,NA,NA,NA,snow,cleared up,NA,NA,NA,NA,NA,NA,DD,NA,NA,GG
01/14/1877,January,The wind North West smart breeze,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,smart breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with wind speed and weather cond",NA,GG
01/15/1877,January,The wind East N. East cold and snowy all day work about home.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ENE,NA,NA,NA,NA,NA,snow,snow,snow,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
01/16/1877,January,The wind E.N. East. work in Shop attended wharf meeting was chosen one of the directors,confident,Winter Harbor,assumed,"Home, Shop, Wharf",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ENE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
01/17/1877,January,The wind very moderate Northerly in morning Westerly in afternoon wrote letter E.A. Baker.,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,E.A. Baker,N,W ,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,GG
01/18/1877,January,Calm in morning wind westerly in afternoon work in shop making chains,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,count,chain,no letter,NA,NA,W,NA,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with wind speed",NA,GG
01/19/1877,January,The wind Southerly and warm work in shop making chairs,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,count,chair,no letter,NA,NA,S ,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with weather cond",NA,GG
01/20/1877,January,The wind Southerly and in the afternoon rainy work in shop,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
01/21/1877,January,The wind Moderate North West Mrs Frederick Gerrish died about 3 oclock in the afternoon.,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day, same with wind speed",Mrs Frederick Gerrish died about 3pm,GG
01/22/1877,January,The wind Southwest. Writing for exhibition and committing to memry,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day ",NA,GG
01/23/1877,January,The wind North West Help J.F.Kingsley Shore a pair of steers and work in the shop a part of the day,somewhat confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,1,Pair,Steer,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day ",NA,GG
01/24/1877,January,The wind Southerly in forenoon Westerly in afternoon with snow squalls Mrs Gerrish buried in afternoon,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,W,NA,NA,NA,NA,snow squall,NA,NA,NA,NA,NA,NA,NA,DD,weather cond entered in am as does not specify time of day,NA,GG
01/25/1877,January,The wind North West work in shop finished making Organ stool and finished settling the business of the wharf,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,1,Count,Organ stool,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD, wind direction entered in am as does not specify time of day ,NA,GG
01/26/1877,January,The wind Westerly work in shop filing saws and jobbing.,somewhat confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,Count,Saw,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold,  wind direction entered in am as does not specify time of day ",NA,GG
01/27/1877,January,The wind moderate all day Southerly wrote letter to Charles Peter Bangor. work in shop making Closet for W.M Pendleton,somewhat confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,1,Count,Closet,write,NA,Charles Peter Bangor,S,S,S,moderate,moderate,moderate,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,GG
01/28/1877,January,Calm all day,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,GG
01/29/1877,January,Calm all day work in shop making chairs,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,Count,Chair,no letter,NA,NA,NA,NA,NA,calm,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,GG
01/30/1877,January,The wind North West wrote letter to Capt Thomas Bunker work in shop mending furniture met for rehearsal at G. W. Tracys store.,confident,Winter Harbor,assumed,"Home, Shop, G.W Tracy's Store",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Thomas Bunker,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
01/31/1877,January,The wind moderate all day finished making cuppboard for W.M. Pendleton.,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,1,Count,Cupboard,no letter,NA,NA,NA,NA,NA,moderate,moderate,moderate,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,GG
02/01/1877,February,Calm all day work in shop making chairs Reed letter from Nahum Rosebrook. met for Rehearsal at G.W.Tracys.store.,confident,Winter Harbor,assumed,"Home, Shop, G.W Tracy's Store",assumed,NA,NA,NA,NA,NA,Count,Chair,read,Nahum Rosebrook,NA,NA,NA,NA,calm,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,DD,,NA,GG
02/02/1877,February,Very moderate all day wind Northerly. Went Clam turing and floundering in the forenoon and in the afternoon work at home in the shop,somewhat confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,moderate,moderate,moderate,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day",NA,GG
02/03/1877,February,Calm all day and warm work in shop in forenoon Reed letter from Perley & Russel,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,Perley & Russel,NA,NA,NA,NA,calm,calm,calm,warm,warm,warm,NA,NA,NA,NA,NA,DD,,NA,GG
02/04/1877,February,The wind Westerly went to Funeral of Fransworth Newman,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day",NA,GG
02/05/1877,February,Calm in forenoon wind westerly in afternoon Work building stage in Hall for Exhibition.,somewhat confident,NA,NA,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,W,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,GG
02/06/1877,February,The wind Northerly. work about home Reed letter from E.A Baker Boston,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,read,E.A. Baker Boston,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/07/1877,February,Calm in morning wind South West in afternoon. Wrote letter to Samuel French and sor New York ,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,Samuel French,NA,South West,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,GG
02/08/1877,February,The wind South West Work all day in Hall building stage. Reed letter from Thomas Bunker,confident,NA,NA,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,read,Thomas Bunker,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/09/1877,February,The wind North West work all day on stage for Exhibition in Hall,confident,NA,NA,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/10/1877,February,The wind South West wrote letter to Capt. Thomas Bunker,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,Thomas Bunker,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/11/1877,February,The wind North West,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/12/1877,February,The wind Southerly work all day in Hall rain in evening,confident,NA,NA,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,rain,rain,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/13/1877,February,The wind North Heavy blow and snow work in forenoon in Shop making Coffin for Ms Danile Southard and in the afternoon work in the Hall makind Scenery frames for Exhibition.,somewhat confident,NA,NA,"Home, Shop, Hall",assumed,NA,NA,NA,NA,"1,",Count,"Coffin, Scenery frame",no letter,NA,NA,N,NA,NA,Heavy blow,NA,NA,Snow,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day, same with wind speed and weather cond, not specific on number of scenery frames",NA,GG
02/14/1877,February,The wind North West work all day in the Hall,confident,NA,NA,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/15/1877,February,The wind Westerly work work in the Hall in forenoon visited the District School in afternoon. Reed books from Samuel French & Son New York,confident,NA,NA,"Hall, District School",NA,NA,NA,NA,NA,NA,Count,Book,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/16/1877,February,The wind Southerly and warm. work putting up scenery for Exibition,confident,NA,NA,Hall,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with weather cond",NA,GG
02/17/1877,February,The wind Northerly in forenoon Snun Stern In the afternoon Wind Westerly work all day in shop turning. with Lathe,somewhat confident,NA,NA,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,GG
02/18/1877,February,The wind Westerly fresh breeze.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,fresh breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with wind speed",NA,GG
02/19/1877,February,The wind Westerly. work in shop in forenoon. And in the afternoon work in Hall,confident,Winter Harbor,assumed,"Home, Shop, Hall",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/20/1877,February,The wind West North West work all day for the Exhibition and getting my costume ready.,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/21/1877,February,The wind Southerly work in forenoon for the Exhibition In afternoon repairing settees at the Hall.,confident,Winter Harbor,assumed,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/22/1877,February,The wind Southerly work in forenoon of the Hall. In the afternoon work at home put shoe on boats put. Wrote letter to N.H.Higgins Jr.,somewhat confident,Winter Harbor,assumed,"Home, Hall, Home",assumed,NA,NA,NA,NA,1,Count,Shoe,write,NA,N.H. Higgins Jr.,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day",NA,GG
02/23/1877,February,The wind Baffling all day and very warm making seats for the Hall,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,Count,Seats,no letter,NA,NA,NA,NA,NA,baffling,baffling,baffling,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,GG
02/24/1877,February,The wind North East rainy wrote letter to Perley & Russel with Note of E. Bickford Enclosed,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,Perley & Russel,NE,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day, same with weather cond, note enclosed of E. Bickford",NA,GG
02/25/1877,February,The wind North North East Snow Squalls,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,NA,NA,NA,NA,NA,snow squalls,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with weather cond",NA,GG
02/26/1877,February,The wind Northerly work about home went to Rehearsal in evening,confident,Winter Harbor,assumed,"Home, Hall, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
02/27/1877,February,The wind North West Reed letter from Interpreter of Hospital at leghorn. And a speech from Eugene Hale M.C.Played at the Exhibition in evening.,confident,Winter Harbor,assumed,"Home, Hall, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,Interpreter of hospital at leghorn,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day",NA,GG
02/28/1877,February,The wind westerly. work in shop making pump boxes. In the evening played at Exhibition,confident,Winter Harbor,assumed,"Home, Shop, Hall, Home",assumed,NA,NA,NA,NA,NA,Count,Pump Box,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/01/1877,March,The wind fresh North West. work in shop turing wheel hubs for Capt Nahum Rosebooks. in the evening played at the Exhibition in evening.,confident,Winter Harbor,assumed,"Home, Shop, Hall, Home",assumed,NA,NA,NA,NA,NA,Count,Wheel hub,no letter,NA,NA,NW,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with weather speed",NA,GG
03/02/1877,March,Southerly wind fresh breeze played at the Exhibition in evening heavy rain storm and blow,confident,Winter Harbor,assumed,"Home, Hall, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,fresh breeze,blowing,blowing,NA,heavy rain storm,heavy rain storm,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with ""fresh breeze""",NA,GG
03/03/1877,March,The wind northerly work about home   ,confident,Winter Harbor,assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/04/1877,March,The wind Southerly and rainy,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with weather cond",NA,GG
03/05/1877,March,The wind Westerly work in shop. ,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/06/1877,March,The wind Westerly work on the Schr Sea Pigean Yawl boat,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/07/1877,March,The wind southerly in forenoon. and snowy. In the afternoon the wind to the westward. work in shop turning.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,E,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,NA,NA,DD,assumed westward as E,NA,GG
03/08/1877,March,The wind South East work one half day on A.G.Brooks. In afternoon work in shop repairing float rainy in evening,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,rainy,rainy,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/09/1877,March,The wind Southerly Heavy rain all day work in shop,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,heavy rain,heavy rain,heavy rain,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/10/1877,March,The wind North West work repairing the Schr Sea Pigeon boat finished work on her.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/11/1877,March,The wind Southerly and Easterly. went on Mark island Snow storm in afternoon,confident,Mark Island,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,snow storm,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/12/1877,March,The wind Southerly moderate and warm work on AG Brooks played at the Hall in evening snow storm,confident,Winter Harbor,assumed,"Home, Hall, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,moderate,NA,NA,warm,snow storm,snow storm,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with wind speed",NA,GG
03/13/1877,March,The wind Easterly snowy in forenoon wrote letter to F Haines Biddeford. Maine Went to the Hall and got My costume and Exhibition furniture,confident,Winter Harbor,assumed,"Home, Hall, Home",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,F Haines Biddeford,E,NA,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/14/1877,March,The wind North East took a sail boat and went to Cranberry Isles to see Capt Thomas Bunker about some notes. He gave for the Sea Flower. left home at 11 Am arrived at 2 1/2 P.M.,somewhat confident,"Winter Harbor, Cranberry Isles, Winter Harbor",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day",NA,GG
03/15/1877,March,Calm in forenoon thick with snow. in afternoon cleared up and the wind North West.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NW,NA,calm,NA,NA,thick snow,cleared up,NA,NA,NA,NA,NA,NA,DD,NA,NA,GG
03/16/1877,March,The wind North West. Left Cranberry Isles at 5 oclock P.M. in boat with Capt Geo Leavy and son for home arrived at 7 1/2 oclock,somewhat confident,"Winter Harbor, Cranberry Isles, Winter Harbor",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"unsure in bold, wind direction entered in am as does not specify time of day",NA,GG
03/17/1877,March,The wind North. East. Snowy all day Went to C.Y.Bunkers and got his horse and came home.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,Snowy,Snowy,Snowy,NA,NA,NA,NA,NA,DD,wind direction entered in am as does not specify time of day,NA,GG
03/18/1877,March,The winds north East blustering snow storm,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,blustering,NA,NA,snow storm,snow storm,snow storm,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with wind speed and weather condition",NA,GG
03/19/1877,March,The wind Westerly fresh breeze and cold roads blocked with snow work in shop,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,fresh breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with wind speed",NA,GG
03/20/1877,March,The wind West North West in forenoon and hauled out South West went to Ellsworth with C.Y.Bunkers. horse,confident,Ellsworth,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,GG
03/21/1877,March,The wind S.S. East. rainy. Left Ellsworth for home at 2 oclock P.M. arrived at dark,confident,"Ellsworth, Winter Harbor",mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSE,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,DD,"wind direction entered in am as does not specify time of day, same with weather cond",NA,GG
