date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check
1/22/1883,January,Wind West North West Fresh breeze Vessel lying at Winter Harbor Went on board and took out some things,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WNW,NA,NA,fresh breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed",GG,GG
1/23/1883,January,Wind North West and cold. Went on board of Chromo and took out the Cabin stove to use in the house in setting noon at home,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with weather cond",GG,GG
1/24/1883,January,Wind North West and moderate at night snowy Went to Lyceum at the Hall Question resolved that money is more desirable than Education,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,moderate,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed",GG,GG
1/25/1883,January,Wind Westerly and moderate about home very cold weather Chromo lying at Henrys cove and to much ice to get her in to the Harbor,confident,Winter Harbor,assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed",GG,GG
1/26/1883,January,Very moderate all day with an air of wind N.W. Staid at home all day not doing anything in particular Thin ice most all over the sound,confident,Winter Harbor,assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,very moderate,very moderate,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed",GG,GG
1/27/1883,January,Wind Southerly and in the afternoon snowy Tried to get on board Chromo but could not for ice,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with weather cond",GG,GG
1/28/1883,January,"Wind moderate Easterly with snow most all day. Went on board Chromo, and came in to the Harbor with vessel and help break the the ice in the Harbor so the Nevada and A. Hooper could move hauled Chromo into the wharf to take out some coal",confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,E,E,moderate,moderate,moderate,snow,snow,snow,NA,NA,NA,NA,NA,GG,unsure in bold,GG,GG
1/29/1883,January,Wind North West and moderate & warm took coal out vessel that the Stevedores left on board ,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,moderate,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,GG,"unsure in bold, wind direction entered in am as do not specify, same with weather cond and wind speed",GG,GG
1/30/1883,January,Wind North East in forenoon and West in afternoon Help break the ice in the Harbor & hauled the Chromo from the wharf Winter Harbor,confident,Winter Harbor,mentioned,wharf,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,GG,GG
1/31/1883,January,"Wind South by East Went on bound Chromo and cleaned snow of deck In afternoon wind, South East. heavy rain and very peak breeze",confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,SE,NA,NA,very peak breeze,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,GG,"""S"" entered in am as do not specify",GG,GG
2/1/1883,February,Wind Westerly Went on board the Chromo and moved then. In evening went to Lyceum Question Resolve that is would lie better for the People of the United States to have the property equaly divided ,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"unsure in bold, wind direction entered in am as do not specify",GG,GG
2/2/1883,February,Wind North West Work in shop setting up stove and getting for work ,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"unsure in bold, wind direction entered in am as do not specify",GG,GG
2/3/1883,February,"Wind North East and snowy all day, hung grind stone, and mended rocking chair Ive",somewhat confident,NA,NA,NA,NA,NA,NA,NA,dead reckoning,1,count,rocking chair,NA,NA,NA,NE,NE,NE,NA,NA,NA,snowy,snowy,snowy,NA,NA,NA,NA,NA,GG,"unsure in bold, wind direction entered in am as do not specify, same with weather cond",GG,GG
2/4/1883,February,very moderate N.E. and pleasant,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,"moderate, pleasant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed",GG,GG
2/5/1883,February,Wind West. Luged water to wash in forenoon. and in the afternoon got ready to go to Milbridge and gave it up,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"unsure in bold, wind direction entered in am as do not specify",GG,GG
2/6/1883,February,Wind Westerly and moderate work apart the afternoon for G.W. Tracy on his vessels cabbin,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed",GG,GG
2/7/1883,February,Wind South heavy snow storm work in shop,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,south,NA,NA,NA,NA,NA,heavy snow storm,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with weather cond",GG,GG
2/8/1883,February,Wind Westerly Work apart of the day in shop And in the afternoon Went to A F Jevish visiting with my Wife,somewhat confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,wind direction entered in am as do not specify,NA,GG
2/9/1883,February,Wind Westerly Work all day for G.W. Tracy on vessel putting new work in cabbin in evening went to the Hall to a Lyceum. Question resolved that it would better for the people of the US to have the property equally divided,confident,Winter Harbor,assumed,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"unsure in bold, wind direction entered in am as do not specify",NA,GG
2/10/1883,February,Wind Northwest and cold. the thermometer 2 degrees below zero at 8 oclock AM Work all day for G.W. Tracy on his vessel,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,-2,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with weather cond",NA,GG
2/11/1883,February,Wind Southerly fresh breeze and snowy all day,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,S,fresh breeze,fresh breeze,fresh breeze,snowy,snowy,snowy,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/12/1883,February,"Wind NorthWest work in shop on various kinds of work. In the afternoon Henry Sargents house and barn was burned. to gather with 3 1/2 tons hay & a years wood prepared for the stove, furniture saved",somewhat confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"unsure in bold, wind direction entered in am as do not specify",NA,GG
2/13/1883,February,very moderate Westerly in forenoon. Wind southerly in afternoon Work in the afternoon in the shop,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,S,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/14/1883,February,Very moderate Westerly. Work in the afternon in Shop on boat And in the evening Went to Hall to a Lyceum. Question Resolved. there should be no restrictions in voting on account of sex,confident,Winter Harbor,assumed,"Shop, Hall",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed","""there should be no restrictions in voting on account of sex""",GG
2/15/1883,February,Wind North East and cold. Work in shop most all day,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with weather cond",NA,GG
2/16/1883,February,Wind Southerly and all most rain very wet Work in the afternoon in Shop on boat,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,"rain, very wet",NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with weather cond",NA,GG
2/17/1883,February,Wind South foggy and wet Work at home in Shop,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South,NA,NA,NA,NA,NA,"foggy, wet",NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with weather cond",NA,GG
2/18/1883,February,Wind North West and noum ,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"unsure in bold, wind direction entered in am as do not specify",NA,GG
2/19/1883,February,"Wind North East in forenoon Westerly at night work all day in shop Reg. letter to Narraguagus Lodge payment of dues $2,00.",confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Narraguaus Lodge,NE,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/20/1883,February,Wind North East and hauled around South East at night Work all day in shop on boat in evening snowy,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,SE,NA,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,GG,"""NE"" entered in am as do not specify",NA,GG
2/21/1883,February,Wind Southerly in morning at 10 AM wind came of North West Work in shop on boat the ice in the Harbor was cut clean and sent a drift A Lyceum in the evening but I did not go. At night growing cold,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,NW",NA,NA,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/22/1883,February,Moderate Westerly in forenoon and in the afternoon Calm in evening wind North Easterly work all day in shop on boat,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NE,moderate,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/23/1883,February,Wind North East and stuck with snow. then hauled around North Work all day in shop on boat and finished planting,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE, N",NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,NA,NA,GG,"""NE, N"" entered in am as do not specify",NA,GG
2/24/1883,February,Wind North West wind moderate but the air cold in morning Went on board of Chromo. to measure for wooden whelps for windlass Work in shop filling saws. and various other kinds of work. at night calm  ,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,"count, count, count","saw, whelp, windlass",NA,NA,NA,NW,NA,NA,moderate,NA,calm,cold,NA,NA,NA,NA,NA,NA,NA,GG,unsure in bold,NA,GG
2/25/1883,February,Wind S. S.East blowing fresh and in the morning thick with snow and later turned to rain,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SSE,NA,NA,blowing fresh,NA,NA,"thick with snow, rain",NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/26/1883,February,Wind North West & moderate Work in shop caulking boat,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed",NA,GG
2/27/1883,February,Wind West North West thermometer 10 degrees above zero. Work in shop filing saws for different people,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,count,saw,NA,NA,NA,WNW,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,GG,unsure in bold,NA,GG
2/28/1883,February,Wind North East and thick with snow in forenoon. in the afternoon cleared up Work in shop acknowledged deed for Emma Summence Went to Lyceum in evening Question Resolved that the works of Nature is mroe pleasing to the eye than the works of Art. Decided in affirmative,somewhat confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,thick with snow,cleared up,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with temperature",NA,GG
3/1/1883,March,Wind Westerly in forenoon SouthWest at night and in the evening fresh Southerly. Work in shop,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,"S, SW",NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/2/1883,March,Wind Southerly in forenoon and gradualy hauled Westerly at night Wind SouthWest Work apart of the day making whelps to put on windlass ,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,"count, count","whelp, windlass",NA,NA,NA,"S, W",NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/3/1883,March,Wind NorthWest and pleasant good sleighing painted my boat in shop out sail and in,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed",NA,GG
3/4/1883,March,Wind North West and pleasant. Thermometer 10 deg above at 8 AM,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,pleasant,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed and temperature",NA,GG
3/5/1883,March,Wind North West and blowing a gale with the thermometer at zero. Work in shop puttying nail heads in boat. acknowledged deed for Wm Rand,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,blowing a gale,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed and temperature",NA,GG
3/6/1883,March,Wind Easterly with the thermometer 4 degrees below zero. at night blowing fresh and heavy snow storm. Work in shop,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,NA,NA,NA,NA,blowing fresh,NA,NA,heavy snow storm,-4,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with temperature",NA,GG
3/7/1883,March,Calm in forenoon wind came of at night blowing a gale. Work in shop,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,calm,NA,blowing a gale,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/8/1883,March,Wind North West staid in house with cold took sweat at night,confident,Winter Harbor,assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,wind direction entered in am as do not specify,NA,GG
3/9/1883,March,Wind Westerly Unable to go out of the house on account of severe cold,confident,Winter Harbor,assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,wind direction entered in am as do not specify,NA,GG
3/10/1883,March,Wind Easterly. Fresh breeze. and at noon commenced snowing At dark commenced Raining. Wind increasing and hauling Southerly Late in evening blowing a gail and raining hard,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,NA,S,fresh breeze,NA,blowing a gale,NA,snowing,raining hard,NA,NA,NA,NA,NA,GG,"""E"" entered in am as do not specify ",NA,GG
3/11/1883,March,Wind S.S.W. and blowing a gale,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SSW,NA,NA,blowing a gale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with wind speed",NA,GG
3/12/1883,March,Wind Northwest. and cold Work in shop,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,GG,"wind direction entered in am as do not specify, same with weather cond",NA,GG
3/13/1883,March,Wind Northwest Rufus Handy Cook of Chromo went on board and commenced cleaning cabbin. I work all day on vessel,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,wind direction entered in am as do not specify,NA,GG
3/14/1883,March,Wind Southerly and the Ice outside as far as the eye could see. and although it blew fresh all day the ice only got drove as far as Mark Island. Solid ice above Commenced to ceil up the boat I have been building,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,blew fresh,blew fresh,blew fresh,NA,NA,NA,NA,NA,NA,NA,NA,GG,wind direction entered in am as do not specify,NA,GG
3/15/1883,March,Wind North West Work in shop ceiling boat,confident,Winter Harbor,assumed,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,wind direction entered in am as do not specify,NA,GG
3/16/1883,March,Wind North West Finished ceiling boat,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,wind direction entered in am as do not specify,NA,GG
