date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check
1/30/1884,January,"Wind Southerly and weather threatening work all the forenoon building closet, and in the afternoon commenced keeping house by our selves",confident,NA,NA,NA,NA,NA,NA,NA,NA,1,count,closet,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
1/31/1884,January,Wind Southerly Thermometer 40 deg above zero. and looking like rain work in shop on boat all day In the evening went to Spelling School at Shoal house,confident,winter harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,GG,NA,NA,GG
2/1/1884,February,Wind Southerly untill high water when it came of NorthWest in the afternoon. Finished planking boat,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/2/1884,February,Wind NorthWest untill noon when it hauled out Southerly. Work about home on various kinds of work,confident,Winter Harbor,mentioned,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/3/1884,February,Wind NorthWest about home,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/4/1884,February,Wind North East and moderate snow all day Timbered out my boat in shop,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,moderate,NA,NA,snowy,snowy,snowy,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/5/1884,February,Wind East South East and heavy rain all day. Work in shop,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ESE,NA,NA,NA,NA,NA,heavy rain,heavy rain,heavy rain,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/6/1884,February,Wind out Southerly and rainy all day work in shop jobbing on various kinds of work,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,Southerly,NA,NA,NA,NA,NA,rainy,rainy,rainy,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/7/1884,February,Calm all day and overcast hauled up the Chromo yawl boat to repair and sided a stick to make a rain boom for Capt G.W. Tracys vessel the Golden Eagel,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,calm,overcast,overcast,overcast,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/8/1884,February,Wind Easterly. moved my sheep from the old place we have left to Mr Kingsleys back field where they may go with her sheeps and he all fed to gather. At night painted the inside of my skiff,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skiff,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/9/1884,February,Dead calm all day and overcast. At night raining Work all the forenoon hauling wood and one turn in the afternoon for Jennil Kingsley from the lot back of the oat field,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,calm,overcast,overcast,overcast,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/10/1884,February,Wind Northerly about home. Went to a religious meeting in the afternoon,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/11/1884,February,Wind Easterly hauled wood in the forenoon afternoon work in shop,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/12/1884,February,Wind South East and thick with snow. Went to West Gouldsboro with team to get some grain for the horse,confident,West Gouldsboro,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,thick with snow,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/13/1884,February,Wind South Easterly and rainy all day. Work in forenoon in shop and in the afternoon went down to Mark Island and married M. George G Sargent and Mrs Julia H. Joy both of Gouldsboro,confident,"Winter Harbor, Mark Island",mentioned,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,rainy,rainy,rainy,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/14/1884,February,"Wind Southerly and thick with fog, also rainy. Went to Franklin with Mrs Kingsleys horse to see about freights and other matter. Got back home at dark or a little after the sleighing good the roads being all ice",confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,"thick with fog, rainy",NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/15/1884,February,Wind North West work in shop jobbing most all day,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/16/1884,February,"Wind SouthWest turned some posts for Capt Sherman Spurling vessels quarter rail. In the afternoon went to the Barber shop and on board ""Chromo"" with R Rand to see about the painting of the cabbin",confident,NA,NA,barber shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/17/1884,February,Wind Southerly and fair weather the ice melts in the sun,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/18/1884,February,Wind Easterly and rainy at night commenced snowing Work all day in the shop turned some posts for Capt Spurling se,somewhat confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,"rainy, snowy",NA,NA,NA,NA,NA,GG,NA,NA,GG
2/19/1884,February,Wind Easterly good sledding Finished turning posts for Capt Sherman Spurling in forenoon In the afternoon work on my boat in the shop,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/20/1884,February,Wind South by East and a very fresh breeze hauled wood untill noon from the back lot for Mr Kingsley at 11 oclock it began to rain and rained the remainder of the day. In the afternoon work in shop. put knees in my boat,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ES ,NA,NA,very fresh breeze,NA,NA,rainy,rainy,rainy,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/21/1884,February,Wind North West and blew a gale Finished my boat that I have been building this winter Acknowledged bill of sale of the sch Grace Stevens for Capt J A Stevens,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,blowing a gale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/22/1884,February,Wind North West untill 4 oclock PM when the wind hauled Southerly commenced making boom for GW Tracys vessel,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/23/1884,February,Wind Southerly fresh breeze and heavy rain all day In evening commenced snowing,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,S,S,fresh breeze,fresh breeze,fresh breeze,heavy rain,heavy rain,snowy,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/24/1884,February,Wind Northerly Went to a religious meeting in the afternoon at the Hall preaching by M Banghart,confident,Winter Harbor,assumed,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/25/1884,February,Wind Easterly and apart of the day snowy work in the shop,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/26/1884,February,Wind Easterly. At 10 AM Nichols Bunker came from West Gouldsboro and bought Mr Kingsleys horse In the forenoon hauled a load of hay out to the sheep. and in the afternoon work on GW. Tracys boom. snowy,confident,West Gouldsboro,mentioned,NA,NA,NA,NA,NA,NA,1,load ,hay,no letter,NA,NA,E,NA,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/27/1884,February,about calm light air changeable moderate. Finished main boom for Capt G.W. Tracy in forenoon and in the afternoon went on board of the Chromo to see about work,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/28/1884,February,Wind Easterly and at noon commenced snowing and at night the toughest snow storm for the winter turned capston bar for vessel and worked in shop. on various kinds of work,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,snowy,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
2/29/1884,February,Wind Westerly blowing heavy and snowing all day. and is realy a tough day. Went on board the Chromo built two fires heat water & had the cabbin cleaned as it is the intention to have it varnished,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,blowing heavy,blowing heavy,blowing heavy,snowing ,snowing,snowing,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/1/1884,March,"Wind West NorthWest. Went on board the ""Chromo"" built fire and had the cabbin varnished Snow deep roads blocked and shoveled out",confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/2/1884,March,Wind Westerly about home,confident,Winter Harbor,assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/3/1883,March,"Wind North West. Went to South Gouldsboro to the lobster factory to our anual town meeting which was usualy held at West Bay. but owing to the town house being burned it was called to So Gouldsboro. Jack Donover moderator. Peter L Hill elected Town Clerk Albert Joy, Tobert Joy & Andrew J Gerrish Select men and over seers of the poor",confident,Gouldsboro,mentioned,Lobster factory,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,Peter L Hill elected Town Clerk,GG
3/4/1884,March,Wind NorthWest blowing a gale and very cold. to cold to work in the shop as there is no fire. so did not do anything towards getting ready to go away in the vessel except hire a man to go,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,blowing a gale,NA,very cold,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/5/1884,March,Wind NorthWest in forenoon and S.W. in afternoon. made mast for yawl board and turned capstan bar for vessel. Ice,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,mast,no letter,NA,NA,NW,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/6/1884,March,Wind Southerly and warm all day. work about the shop most all day,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,S,S,NA,NA,NA,warm,warm,warm,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/7/1884,March,"Wind NorthEast and in the afternoon snow hauled a load of hay to the back field, and cleared up the shop chamber",confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,1,load,hay,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,snowing,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/8/1884,March,Wind NorthEast Fresh breeze and a heavy snow storm all day and cold. About home doing nothing in particular Mail did not arrive on account of the big storm,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,fresh breeze,fresh breeze,fresh breeze,"snow storm, cold","snow storm, cold","snow storm, cold",NA,NA,NA,NA,NA,GG,NA,NA,GG
3/9/1884,March,Wind North East and heavy snow storm most all day. snow piling in deep. About noon the mail arrived which was due yesterday at 3 P.M.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,heavy snow storm,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/10/1884,March,Wind North East and snowing hard then hauled to the North. and snow drifted bad and decidedly the most snow on the ground no than at any time this winter. made sail over for the yawl boat. Reed John P Gordons check for $100 payal 6 in 3 months,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NE, N",NA,NA,NA,NA,NA,snowing hard,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/11/1884,March,Wind East and hauled around Southerly Had Ship work done for Chromo in forenoon and in the afternoon worked in shop for Capt N. A. Bickford,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"E, S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/12/1884,March,Wind Southerly and showery all day and in the afternoon a heavy thunder shower. Work about home in shop,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,S,S,NA,NA,NA,showery,heavy thunder storm,showery,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/13/1884,March,"Wind SouthWest and pleasant. Work in shop in forenoon turning lounge legs &C For Chas. Straw. In the afternoon work on board ""Chromo"" shoveling snow. and work on head gear",confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/14/1884,March,Wind very moderate Southerly and warm. Took up 4th note of Capt Wm Handy which comes due 28th April next amounting to $123.00 notes given for the home stead of the late Stephen Round. Work about home on various kinds of work,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,very moderate,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/15/1884,March,Wind North East and snowing hard. In the afternoon Went to a district meeting at School house. G.W. Tracy moderator GL Nowood Sec. Calm Pendleton School Agent. Also another Notice posted for a district meeting one week from day with an article to divide the School house for two schools which was omited in the Wanaut to day,somewhat confident,Winter Harbor,assumed,school house,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,snowing hard,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/16/1884,March,Wind West North West and pleasant,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/17/1884,March,Wind Southerly Went on board of Chromo and built fire. cleared up cabbin and deck &C,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
3/18/1884,March,Wind NorthWest. cut wood at the door apart of the day and hauled hay to the sheep,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,NA,NA,GG
