date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check
01/24/1874,January,The wind N.W. in fore noon calm in afternoon came out of the woods recd letter from Benj. Kittridge went to Lodge of Good Templars,confident,Winter Harbor,assumed,"Woods, Home, Lodge of Good Templars, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,Benjamin Kittridge,NA,NW,NA,NA,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,changed Kittredge to Kittridge,,"WD, DD, LN"
01/25/1874,January,The wind North West blew heavy.,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,heavy blow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
01/26/1874,January,The wind North West and very cold made board axe handle.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,very cold  ,NA,NA,NA,NA,NA,NA,NA,ER,changed broard to board,,"DD, LN"
01/27/1874,January,The wind N.E. very cold and snowy went up the stream cutting wood wrote letter to Benj. Kittridge,confident,Winter Harbor,assumed,"Home, Woods",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Benjamin Kittridge,NE,NA,NA,NA,NA,NA,"very cold, snow",NA,NA,NA,NA,NA,NA,NA,ER,changed Kittredge to Kittridge,,"DD, LN"
01/28/1874,January,The wind Northerly cutting wood. ,confident,Winter Harbor,assumed,Woods,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
01/29/1874,January,The wind N.West cutting wood.,confident,Winter Harbor,assumed,Woods,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
01/30/1874,January,The wind N.W. very cold came out of the woods recd Reg. letters from Thomas Bunker,confident,Winter Harbor,assumed,"Woods, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,read,Thomas Bunker,NA,NW,NA,NA,NA,NA,NA,very cold,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
01/31/1874,January,The wind North East went to Prospect in stage after yoke of oxen Engaged. Evans Young. went to Lodge of Good Templars Elected Officers. ,confident,"Winter Harbor, Prospect, Winter Harbor",assumed,"Home, Lodge of Good Templars, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,changed Ooficers to Officers,,"DD, LN"
02/01/1874,February,The wind Northerly and moderate.,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/02/1874,February,The wind N. E. fight wind went to R. Rands got high chair reac letter from Evans Young went at Navigation school.,confident,Winter Harbor,assumed,"Home, Reuben Rand's, Navigation School, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,Evans Young,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/03/1874,February,The wind Easterly big snow storm wrote letter to Evans Young went to Navigation School,confident,Winter Harbor,assumed,"Home, Navigation School, Home",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Evans Young,E,NA,NA,NA,NA,NA,big snow storm,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/04/1874,February,The wind Northerly and moderate made hammer for horse pistol.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,1,count,hammer,no letter,NA,NA,N,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/05/1874,February,The wind North West cold work in shop.,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/06/1874,February,The wind North West turned a globe to represent the earth for navigation school Went to Navigation in evening.,confident,Winter Harbor,assumed,"Home, Shop, Navigation School, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/07/1874,February,The wind North West cold wrote letter to Arno Wiswell Esq.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Arno Wiswell,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/08/1874,February,The wind North West cold,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/09/1874,February,The wind Northerly moderate and warm wrote letters to Dr Lewis Dr Johnson Mr. Lucy Martin ans Wm. Joy went to Navigation School ,confident,Winter Harbor,assumed,"Home, Navigation School, Home",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,"Dr. Lewis, Dr. Johnson, Lucy Martin, William Joy",N,NA,NA,moderate,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/10/1874,February,The wind N.N.E. went gunning got one,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,1,count,bird,no letter,NA,NA,NNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
02/11/1874,February,The wind W.N.W. good breeze worked all day Jigs awing finish for R. Rands house three fourths day,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,good breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/12/1874,February,The wind to the West turned chisels handles and work in shop recd letters from Dr. Johnson and Arno Wiswell.,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,"Dr. Johnson, Arno Wiswell",NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/13/1874,February,The wind very moderate and warm rainy in the afternoon paid bills against the Estate of Benj. Rand,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,moderate,NA,NA,NA,"warm, rainy",NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/14/1874,February,The wind S. S. East. in forenoon with rain North West and clear in the afternoon Jig Sawing for Rand's house one half day.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NW,NA,NA,NA,NA,rain,clear,NA,NA,NA,NA,NA,NA,ER,changed Rand to Rand's,,"WD, DD, LN"
02/15/1874,February,The wind Easterly clear and pleasant made a call at Capt Thomas Smallidge,confident,Winter Harbor,assumed,"Home, Thomas H. Smallidge's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,pleasant,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,ER,changed pleasand to pleasant,,"WD, DD, LN"
02/16/1874,February,The wind N.E. overcast walked to W. Gouldsboro got dinner with J. Shaw. took stage to Sullivan walked to S. Franklin in to see Dr. Lewis stoped at the N. E. House all night.,confident,"West Gouldsboro, Sullivan, Franklin",mentioned,"Home, John Shaw's, Northeast House",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,overcast,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
02/17/1874,February,The wind. N. W. cold went to Ellsworth to present acct of B. Rand Estate stoped at City Hotel all night.,confident,"Franklin, Ellsworth",assumed,"Northeast House, City Hotel",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/18/1874,February,The wind N. West. presented acct of Benj. Rand Estate took stage to Sullivan ferry walked to John Blaisdell's got dinner. Then to John Shaw's Stoped all night,confident,"Ellsworth, Sullivan",mentioned,"City Hotel, John Blaisdell's, John Shaw's",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,"changed Blaisdells to Blaisdell's, changed Shaws to Shaw's",,"WD, DD, LN"
02/19/1874,February,Calm pleasant warm came home afternoon wind southerly.,confident,"Sullivan, Winter Harbor",assumed,"John Shaw's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,"clam, pleasant",NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
02/20/1874,February,The wind Southerly and rainy work in shop fixing churn,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
02/21/1874,February,The wind southerly and rainy recd letters from Benj. Kittridge Dr. Lewis work in shop.,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,"Benjamin Kittridge, Dr. Lewis",NA,S,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
02/22/1874,February,The wind N. East.,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/23/1874,February,The wind Easterly snow sleet and Rain hauled out two loads of wood broke sled tongue ,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,2,load,wood,no letter,NA,NA,E,NA,NA,NA,NA,NA,snow sleet,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/24/1874,February,The wind. N.W. by N. went in the woods ccutting wood staid at the camp all night.,confident,Winter Harbor,assumed,"Home, Woods",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NWN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/25/1874,February,The wind N. E. cutting wood came home at night snow in the evening,confident,Winter Harbor,assumed,"Woods, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/26/1874,February,The wind from N.E. to West cutting wood.,confident,Winter Harbor,assumed,"Home, Woods",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/27/1874,February,The wind North West cutting wood had four loads hauled home.,confident,Winter Harbor,assumed,"Woods, Home",assumed,NA,NA,NA,NA,4,load,wood,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
02/28/1874,February,The wind. N.W. Cold cutting wood had four loads hauled home came out at night recd letters from Arno. Wiswell. Wm. Rosebrooks and,confident,Winter Harbor,assumed,"Home, Woods, Home",assumed,NA,NA,NA,NA,4,load,wood,read,"Arno Wiswell, William Rosebrooks",NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,ER,changed hauld to hauled,,"WD, DD, LN"
03/01/1874,March,The wind Southerly.,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/02/1874,March,very calm and moderate all day started to go to town meeting and gave it up took the Amulet's boat into the shop to repair,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,"calm, moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,changed Amulets to Amulet's,,"WD, DD, LN"
03/03/1874,March,The wind Southerly and warm wrote letter to Benj. Kittridge surveyed wood for Flora Gerrish worked in shop apart of the day on boat ,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Benjamin Kittridge,S,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,ER,changed Kittredge to Kittridge,,"WD, DD, LN"
03/04/1874,March,The wind S.S.E. rainy snow melts fast work in shop,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSE,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/05/1874,March,The wind N.W. heavy breeze worked in fore noon on boat painting in afternoon on board the vessel. getting ready to go to loading for Rockland.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,heavy breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
03/06/1874,March,The wind N.N.W. smart breeze work on board the Amulet getting pumps clear etc painted the boat inside,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNW,NA,NA,smart breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,changed &c to etc.,,"DD, LN"
03/07/1874,March,The wind N.W. and S.E. painted the boat outside. got the vessel clear from her moorings and hauled down to C. Stevens wharf. went to Lodge of G. Tem. snow in evening.,confident,Winter Harbor,assumed,"Home, Chester Steven's Wharf, Lodge of Good Templars, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NW, SE",NA,NA,NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/08/1874,March,The wind Easterly very moderate with ligth snow took dinner and tea with Jennie Tracy,confident,Winter Harbor,assumed,"Home, Jennie Tracy's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,very moderate,NA,NA,light snow,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/09/1874,March,very moderate all day the wind out in the afternoon hauled the Amulet from C. Stevens wharf to L. B. Tracy's blocks had wood hauld home from A. B. Newman very warm.,confident,Winter Harbor,assumed,"Home, Chester Steven's Wharf, L. B. Tracy's Blocks, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,very moderate,very moderate,very moderate,very warm,NA,NA,NA,NA,NA,NA,NA,ER,"changed hauld to hauled, not sure who L tracy is and if they are on name list or not, assuing blocks is where he left the boat",,"WD, DD, LN"
03/10/1874,March,The wind North West in fore noon and snow  calm in afternoon caulked vessels butts,confident,Winter Harbor,assumed,"Home, L. B. Tracy's Blocks, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,calm,NA,snow ,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/11/1874,March,The wind N. West. got ice out the vessels hold and fixed scow,confident,Winter Harbor,assumed,"Home, L. B Tracy's Blocks, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
03/12/1874,March,The wind W.N.West good breeze hauled Amulet from Tracys Blocks to head of his wharf worked 2 hours and 40 minutes Jig sawing for R. Rand.,confident,Winter Harbor,assumed,"Home, L. B. Tracy's Blocks, L. B. Tracy's Wharf, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,good breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/13/1874,March,The wind West launched scow hauled vessel of from wharf got things on board ready to go away,confident,Winter Harbor,assumed,"Home, L. B. Tracy's Wharf, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/14/1874,March,The wind North West went to district meeting,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/15/1874,March,The wind North West took dinner at Flora Gerrish's,confident,Winter Harbor,assumed,"Home, Flora Gerrish's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,changed Gerrishes to Gerrish's,,"WD, DD, LN"
03/16/1874,March,The wind Northerly in forenoon went out in the Amulet to go a loading up the shore. in the afternoon the wind out southward hauled into the wharf at dark.,confident,Winter Harbor,assumed,"Home, L. B. Tracy's Wharf, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,assumed N for Southward pm,,"DD, LN"
03/17/1874,March,The wind S.S. East. warm and pleasant in the fore noon. and the afternoon cloudy and rainy. filled vessels hold with wood and hauled of in the evening.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,wood.,no letter,NA,NA,SSE,NA,NA,pleasant,NA,NA,warm,"cloudy, rainy",NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
03/18/1874,March,The wind S by East and rainy went home by land.,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/19/1874,March,The wind out South foggy and misty went up the shore and went on board the Amulet.,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,"foggy, misty",NA,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/20/1874,March,The wind W.N.W. blew heavy took two scow loads of wood of stave Island,confident,"Winter Harbor, Stave Island, Winter Harbor",assumed,NA,NA,NA,NA,NA,NA,2,scow load,wood,no letter,NA,NA,WNW,NA,NA,heavy blow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
03/21/1874,March,The wind South West took of two scow loads of wood and walked home,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,2,scow load,wood,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,,"WD, DD, LN"
03/22/1874,March,very moderate all day with a little snow in the morning and snow squalls at night went up in the shore and went on board the Amulet.,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,very moderate,very moderate,very moderate,little snow,NA,snow squalls,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
03/23/1874,March,The wind Easterly in morning with snow Northerly and snow squalls in afternoon. Finished loading vessel and went home. ,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,N,NA,NA,NA,NA,snow,snow squalls,NA,NA,NA,NA,NA,NA,ER,NA,,"DD, LN"
