date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check
01/11/1873,January,The wind North West pleasant breakfast and dinner at Thomas Bunker. Bought the Schr Sea Flower of Thomas Bunker gave notes holden against Joseph Bunker $600 came home in dora Supper & Lodging at home. Recd letter from Geo. N. Loomis,confident,"Cranberry Isles, Winter Harbor",assumed,"Thomas Bunker's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,read,George N. Loomis,NA,NW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/12/1873,January,The wind N.W and cold made a call at A. J. Gerrish,confident,Winter Harbor,assumed,"Home, A. J. Gerrish's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/13/1873,January,The wind Eastward in morning clear worked around to the southward wrote letter to Perley. and Russell. mended furniture in forenoon. in afternoon write will for A.J. Gerrish,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Perley and Russel,W,N,NA,NA,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,SO,"assumed W for Eastward am, assumed N for Southward pm",,"DD, LN"
01/14/1873,January,The wind to the southward in morning worked on around N.N.W. in afternoon made wood box for parlor,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,assumed N for Southward am,,"DD, LN"
01/15/1873,January,The wind Eastward and cold work in shop apart of the day witnessed the signing of A. J. Gerrish will,confident,Winter Harbor,mentioned,"Home, Shop, A. J. Gerrish's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,assumed W for Eastward am  ,,"DD, LN"
01/16/1873,January,The wind to the southward work in shop making settees for the hall ,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,assumed N for Southward am,,"DD, LN"
01/17/1873,January,The wind to the southward foggy and rainy work in shop making setees for the Hall,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,"foggy, rainy",NA,NA,NA,NA,NA,NA,NA,SO,"changed fogy to foggy, changed & to and, assumed N for Southward am",,"DD, LN"
01/18/1873,January,The wind North East Cloudy and cold rain and hail in afternoon work in shop all day Recd circulars from,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,"cloudy, cold rain",NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/19/1873,January,The wind south in forenoon in the afternoon W.S.W. Made a call at Thomas Smallidge's,confident,Winter Harbor,assumed,"Home, Thomas H. Smallidge's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,WSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,changed Smallidges to Smallidge's,,"DD, LN"
01/20/1873,January,The wind south warm and pleasant. Turned out a piece of Iron for Reuben Rand recd letters from C. C. Burrill. & Dresser and Ayer,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,George N. Loomis,NA,S,NA,NA,pleasant,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/21/1873,January,The wind very moderate very light snow made pump box for James Stevens ,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,very moderate,NA,NA,light snow,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/22/1873,January,Moderate and rain in the forenoon . afternoon the wind North West and cold work in shop on settees,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NW,NA,moderate,NA,NA,rain,cold,NA,NA,NA,NA,NA,NA,SO,changed setees to settees,,"DD, LN"
01/23/1873,January,The wind N.W. quite moderate made pump box and belaying pins for James Stevens,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,quite moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/24/1873,January,The wind North East very cold with snow work in shop Thundered and Lightened heavy in the evening,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,"very cold, snow",NA,"thunder, lightning",NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/25/1873,January,The wind N.W quite cold work in shop finished three settees went to the Lodge of Good Templars in the evening ,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,quite cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/26/1873,January,The wind North west very warm and moderate staid at home,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,moderate,NA,NA,very warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/27/1873,January,The wind N.E moderate with snow. Wrote Warranty deed for A. J. Gerrish ,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,moderate,NA,NA,snow,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/28/1873,January,The wind North West quite cold in forenoon afternoon moderate. Work in shop making bow drill ,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,moderate,NA,quite cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/29/1873,January,The wind Northwest cold made gun screw for J. F. Kingsley,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/30/1873,January,Light wind NorthE cold finishing gun stock,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,light,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
01/31/1873,January,"The wind North West and warm,commenced making window frames for George Sargent",confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/01/1873,February,Calm and very moderate wrote letter to G. Hodgkins Lamoine work on window frames in shop for Geo. Sargent went to Lodge of good Templars Installed officers,confident,Winter Harbor,mentioned,"Home, Shop, Lodge of Good Templars, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,"calm, very moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/02/1873,February,Wind N.W and very cold went in Temprance Lecture by Mrs. Shepherd,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,very cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/03/1873,February,Making window frames for Geo. Sargent. The wind south quite cold,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,quite cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/04/1873,February,The wind to the South and warm putting framed together in forenoon,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,changed together to together,,"DD, LN"
02/05/1873,February,Went to Ellsworth to probate Court found it postponed dinner at Coombs dinning saloon supper and lodging at home the wind North moderate and warm John Shaw hauled one load of wood,confident,"Winter Harbor, Ellsworth, Winter Harbor",mentioned,"Home, Coomb's Dinning Saloon, Home",assumed,NA,NA,NA,NA,1,load,wood,no letter,NA,NA,N,NA,NA,moderate,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/06/1873,February,Went up the stream cutting wood for home use took dinner with me supper at home. The wind S.W. warm,confident,Winter Harbor,mentioned,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/07/1873,February,The wind S E warm and pleasant in forenoon. in the afternoon cooler. Work in the woods took my dinner had one load wood hauled by J. Shaw,confident,Winter Harbor,assumed,"Home, Woods, Home",assumed,NA,NA,NA,NA,1,load,wood,no letter,NA,NA,SE,NA,NA,pleasant,NA,NA,warm,cool,NA,NA,NA,NA,NA,NA,SO,Assumed woods to be a regular place he went so put it in local places,,"DD, LN"
02/08/1873,February,The wind NE with slate storm cleared of with the wind N.W. and warm worked in shop made crank for jig saw put on new belt had one load wood hauled by J. Shaw. reed letter from Reg. of deeds one from Hale and Emery,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,1,load,wood,read,"Reg. of Deeds, Hale and Emery",NA,NE,NW,NA,NA,NA,NA,storm,warm,NA,NA,NA,NA,NA,NA,SO,changes clearedof to cleared of,,"DD, LN"
02/09/1873,February,The wind. N.W and warm staid at home ,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/10/1873,February,The wind N.W. and Extremely cold work in shop in forenoon making door frames Went to Capt T. R. Hammond's navigation school in evening ,confident,Winter Harbor,mentioned,"Home, Shop, Thomas R. Hammond's Navigation School, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,extremely cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/11/1873,February,The wind N.W in forenoon went up the stream cutting fire wood had one load hauled by John Shaw in the afternoon the wind out south and snow came at night,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,1,load,wood,no letter,NA,NA,NW,S ,NA,NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/12/1873,February,The wind N.N.E moderate work in the woods cutting firewood had one load hauled came out at night ,confident,Winter Harbor,assumed,"Home, Woods, Home",assumed,NA,NA,NA,NA,1,load,wood,no letter,NA,NA,NNE,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,Assumed woods to be local place,,"DD, LN"
02/13/1873,February,The wind N by E cold went on board Mary Lee Newton. me asured posts for monkey rail,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/14/1873,February,The wind N.W very cold in morning more moderate in afternoon turned two posts for rail for Mary Lee Newton capston bar for schr Roamer ,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,very cold,moderate,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/15/1873,February,The wind W.S.W. morning cold very moderate in afternoon. finished door frames for Geo. Sargent Turning and jigsawing Organ stool etc. for Reuben Rand,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WSW,NA,NA,NA,very moderate,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,changed &c to etc.,,"DD, LN"
02/16/1873,February,The wind southernly snowed in evening staid at home,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/17/1873,February,Work in shop making sash for John Shaw. The wind N.E clear weather,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/18/1873,February,The wind N.E. clear and moderate. Work in shop in forenoon on sash in the afternoon went to Whites landing after boat timbers recd $22.00 of Jennie Tracy on G. W. Tracy's note ,confident,"Winter Harbor, Whites Landing, Winter Harbor",assumed,"Home, Shop, White's Landing, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,moderate,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,SO,"changed & to and, changed Tracys to Tracy's",,"DD, LN"
02/19/1873,February,The wind S.E snow by spells work in shop repairing boat for the schr Virgin begun to timber her out wrote letter to C. Stevens,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Chester Stevens,SE,NA,NA,NA,NA,NA,snow spells,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/20/1873,February,The wind N.W blustering work in shop on yawl boat,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,blustering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/21/1873,February,The wind very moderate or calm work in shop on boat. Recd letter from Thomas Bunker Cranberry Isles,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,Thomas Bunker,NA,NA,NA,NA,"very moderate, calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/22/1873,February,The wind N. blow heavy great abundance of snow fell work in shop on boat J. F. Kingsley finish sash for John Shaw,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,heavy blow,NA,NA,snow,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/23/1873,February,The wind W. blow heavy ,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,heavy blow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/24/1873,February,The wind N.W cold work on the road in the forenoon clearing out snow. in the afternoon gunning and work in the shop,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/25/1873,February,The wind W. quite cold finished the schr Virgins boat. Went to Hall Meeting in evening and was chosen treasurer for the ensuing year,confident,Winter Harbor,mentioned,"Home, Shop, Hall, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,quite cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/26/1873,February,The wind N.N.E moderate paid the dividends of Atlantic Hall to 20 stockholders,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
02/27/1873,February,Calm untill evening then the wind to the eastward. Made a modle for a boat for A Newman,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,W,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,assumed W for Eastward am,,"DD, LN"
02/28/1873,February,The wind N.E chilly made saw horse and wood saw frame for Thomas Smallidge,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,chilly,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/01/1873,March,The wind North and warm filed wood saw for Ambrose Bourgett made shoe for the A. G. Brooks anchor went to Lodge of Good Templars,confident,Winter Harbor,assumed,"Home, Shop, Lodge of Good Templars, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/02/1873,March,Calm in forenoon southly wind in afternoon made a call at C. Stevens and Jennie Tracy's in evening,confident,Winter Harbor,assumed,"Home, Chester Steven's, Jennie Tracy's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,S,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,changed Tracys to Tracy's,,"DD, LN"
03/03/1873,March,The wind E.N.E  started for town meeting snowed hard and gave it up put lock on C. Stevens store wrote letter to Reg. of Deeds,confident,Winter Harbor,assumed,"Home, Chester Steven's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Reg. of Deeds,ENE,NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,NA,NA,SO,changed snowd to snowed,,"DD, LN"
03/04/1873,March,The wind North and cold drafted a boat for A. Newman and made two models bought Bbl flower of L. Hammond,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/05/1873,March,The wind N.W Cold in forenoon made three moulds for a boat went to the Harbor on business,confident,Winter Harbor,assumed,"Home, Shop, Harbor, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/06/1873,March,The wind N.W in the forenoon in the afternoon S.W. work on board the roamer putting new patent on windlass dinner at I. B. Foss,confident,Winter Harbor,assumed,"Home, I. B. Foss's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/07/1873,March,The wind South West went to Augustus Newman's after boat stem and knees worked 1/4 day on Schr Roamer recd pay,confident,Winter Harbor,assumed,"Home, Augustus B. Newman's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,changed Newmans to Newman's,,"DD, LN"
03/08/1873,March,The wind southernly warm made handspike and capstan bar for the Roamer made handspike A.G. Brooks. recd letter from Reg of Deeds,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,Reg. of Deeds,NA,S,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/09/1873,March,The wind S.W and warm in the forenoon. in the afternoon the wind N.W. and cold. took tea at Mrs. Jennie Tracy's,confident,Winter Harbor,assumed,"Home, Jennie Tracy's, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NW,NA,NA,NA,NA,warm,cold,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/10/1873,March,The wind N.E. snow very fast work in shop made two chocks for water casks for A. G. Brooks.,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,snow,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/11/1873,March,Calm in the morning and pleasant. At noon. The wind ESE snowing and blowing in the evening raining. work in shop on boat,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,ESE,NA,"calm, pleasant",blowing,NA,NA,snow,rain,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/12/1873,March,Calm and warm work in shop on boat,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/13/1873,March,The wind W.N.W moderate commenced to plank a boat for Augustus Newman.,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/14/1873,March,Calm in the morning the wind breezed up N.W. in the afternoon moderate. planking boat ,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NW,NA,calm,breeze,moderate,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/15/1873,March,The wind W.N.W in the forenoon. In the afternoon South. in the evening overcast. Planking boat in shop went to Lodge of G.Templars in the Evening,confident,Winter Harbor,mentioned,"Home, Shop, Lodge of Good Templars, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,S,NA,NA,NA,NA,NA,NA,overcast,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/16/1873,March,The wind S.E and raining in the forenoon cleared of in the afternoon with the wind N.N.W Our baby born at 8 oclock PM.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NNW,NA,NA,NA,NA,rain,clear,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
03/17/1873,March,The wind N.W blowed heavy work in shop on boat for A. B. Newman,confident,Winter Harbor,mentioned,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,heavy blow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SO,NA,,"DD, LN"
